Date,Sector,Ticker,Change(%)
2026-05-09,Energy,XLE,-0.45
2026-05-09,Industrials,XLI,-0.46
2026-05-09,Financials,XLF,-0.6
2026-05-09,Healthcare,XLV,-0.85
2026-05-09,Utilities,XLU,-0.89
2026-05-10,Technology,XLK,3.44
2026-05-10,Materials,XLB,0.37
2026-05-10,Consumer Discretionary,XLY,0.27
2026-05-10,Consumer Staples,XLP,0.24
2026-05-10,Real Estate,XLRE,0.02
2026-05-10,Communication Services,XLC,-0.37
2026-05-10,Energy,XLE,-0.45
2026-05-10,Industrials,XLI,-0.46
2026-05-10,Financials,XLF,-0.6
2026-05-10,Healthcare,XLV,-0.85
2026-05-10,Utilities,XLU,-0.89
2026-05-10,Technology,XLK,3.44
2026-05-10,Materials,XLB,0.37
2026-05-10,Consumer Discretionary,XLY,0.27
2026-05-10,Consumer Staples,XLP,0.24
2026-05-10,Real Estate,XLRE,0.02
2026-05-10,Communication Services,XLC,-0.37
2026-05-10,Energy,XLE,-0.45
2026-05-10,Industrials,XLI,-0.46
2026-05-10,Financials,XLF,-0.6
2026-05-10,Healthcare,XLV,-0.85
2026-05-10,Utilities,XLU,-0.89
2026-05-11,Technology,XLK,3.44
2026-05-11,Materials,XLB,0.37
2026-05-11,Consumer Discretionary,XLY,0.27
2026-05-11,Consumer Staples,XLP,0.24
2026-05-11,Real Estate,XLRE,0.02
2026-05-11,Communication Services,XLC,-0.37
2026-05-11,Energy,XLE,-0.45
2026-05-11,Industrials,XLI,-0.46
2026-05-11,Financials,XLF,-0.6
2026-05-11,Healthcare,XLV,-0.85
2026-05-11,Utilities,XLU,-0.89
2026-05-11,Energy,XLE,2.64
2026-05-11,Technology,XLK,1.34
2026-05-11,Materials,XLB,1.3
2026-05-11,Industrials,XLI,1.06
2026-05-11,Utilities,XLU,0.94
2026-05-11,Real Estate,XLRE,0.36
2026-05-11,Financials,XLF,-0.12
2026-05-11,Healthcare,XLV,-0.31
2026-05-11,Consumer Discretionary,XLY,-0.69
2026-05-11,Consumer Staples,XLP,-0.96
2026-05-11,Communication Services,XLC,-1.16
2026-05-12,Energy,XLE,2.64
2026-05-12,Technology,XLK,1.34
2026-05-12,Materials,XLB,1.3
2026-05-12,Industrials,XLI,1.06
2026-05-12,Utilities,XLU,0.94
2026-05-12,Real Estate,XLRE,0.36
2026-05-12,Financials,XLF,-0.12
2026-05-12,Healthcare,XLV,-0.31
2026-05-12,Consumer Discretionary,XLY,-0.69
2026-05-12,Consumer Staples,XLP,-0.96
2026-05-12,Communication Services,XLC,-1.16
2026-05-12,Healthcare,XLV,1.96
2026-05-12,Consumer Staples,XLP,1.28
2026-05-12,Financials,XLF,0.78
2026-05-12,Energy,XLE,0.7
2026-05-12,Communication Services,XLC,0.24
2026-05-12,Utilities,XLU,0.11
2026-05-12,Real Estate,XLRE,0.02
2026-05-12,Materials,XLB,-0.23
2026-05-12,Industrials,XLI,-0.39
2026-05-12,Consumer Discretionary,XLY,-0.9
2026-05-12,Technology,XLK,-1.51
2026-05-13,Healthcare,XLV,1.96
2026-05-13,Consumer Staples,XLP,1.28
2026-05-13,Financials,XLF,0.78
2026-05-13,Energy,XLE,0.7
2026-05-13,Communication Services,XLC,0.24
2026-05-13,Utilities,XLU,0.11
2026-05-13,Real Estate,XLRE,0.02
2026-05-13,Materials,XLB,-0.23
2026-05-13,Industrials,XLI,-0.39
2026-05-13,Consumer Discretionary,XLY,-0.9
2026-05-13,Technology,XLK,-1.51
2026-05-13,Technology,XLK,0.94
2026-05-13,Communication Services,XLC,0.78
2026-05-13,Healthcare,XLV,0.59
2026-05-13,Consumer Discretionary,XLY,0.36
2026-05-13,Consumer Staples,XLP,0.33
2026-05-13,Energy,XLE,0.1
2026-05-13,Materials,XLB,-0.15
2026-05-13,Industrials,XLI,-0.42
2026-05-13,Real Estate,XLRE,-0.83
2026-05-13,Financials,XLF,-1.14
2026-05-13,Utilities,XLU,-1.15
2026-05-14,Technology,XLK,0.94
2026-05-14,Communication Services,XLC,0.78
2026-05-14,Healthcare,XLV,0.59
2026-05-14,Consumer Discretionary,XLY,0.36
2026-05-14,Consumer Staples,XLP,0.33
2026-05-14,Energy,XLE,0.1
2026-05-14,Materials,XLB,-0.15
2026-05-14,Industrials,XLI,-0.42
2026-05-14,Real Estate,XLRE,-0.83
2026-05-14,Financials,XLF,-1.14
2026-05-14,Utilities,XLU,-1.15
2026-05-14,Technology,XLK,1.5
2026-05-14,Energy,XLE,0.76
2026-05-14,Financials,XLF,0.59
2026-05-14,Utilities,XLU,0.51
2026-05-14,Industrials,XLI,0.51
2026-05-14,Consumer Staples,XLP,0.31
2026-05-14,Communication Services,XLC,0.3
2026-05-14,Consumer Discretionary,XLY,-0.04
2026-05-14,Healthcare,XLV,-0.05
2026-05-14,Real Estate,XLRE,-0.68
2026-05-14,Materials,XLB,-0.75
2026-05-15,Technology,XLK,1.5
2026-05-15,Energy,XLE,0.76
2026-05-15,Financials,XLF,0.59
2026-05-15,Utilities,XLU,0.51
2026-05-15,Industrials,XLI,0.51
2026-05-15,Consumer Staples,XLP,0.31
2026-05-15,Communication Services,XLC,0.3
2026-05-15,Consumer Discretionary,XLY,-0.04
2026-05-15,Healthcare,XLV,-0.05
2026-05-15,Real Estate,XLRE,-0.68
2026-05-15,Materials,XLB,-0.75
2026-05-15,Energy,XLE,2.36
2026-05-15,Financials,XLF,-0.37
2026-05-15,Consumer Staples,XLP,-0.4
2026-05-15,Communication Services,XLC,-0.88
2026-05-15,Healthcare,XLV,-1.04
2026-05-15,Real Estate,XLRE,-1.55
2026-05-15,Industrials,XLI,-1.78
2026-05-15,Consumer Discretionary,XLY,-1.8
2026-05-15,Technology,XLK,-1.81
2026-05-15,Utilities,XLU,-2.29
2026-05-15,Materials,XLB,-2.65
2026-05-16,Energy,XLE,2.36
2026-05-16,Financials,XLF,-0.37
2026-05-16,Consumer Staples,XLP,-0.4
2026-05-16,Communication Services,XLC,-0.88
2026-05-16,Healthcare,XLV,-1.04
2026-05-16,Real Estate,XLRE,-1.55
2026-05-16,Industrials,XLI,-1.78
2026-05-16,Consumer Discretionary,XLY,-1.8
2026-05-16,Technology,XLK,-1.81
2026-05-16,Utilities,XLU,-2.29
2026-05-16,Materials,XLB,-2.65
2026-05-16,Energy,XLE,2.36
2026-05-16,Financials,XLF,-0.37
2026-05-16,Consumer Staples,XLP,-0.4
2026-05-16,Communication Services,XLC,-0.88
2026-05-16,Healthcare,XLV,-1.04
2026-05-16,Real Estate,XLRE,-1.55
2026-05-16,Industrials,XLI,-1.78
2026-05-16,Consumer Discretionary,XLY,-1.8
2026-05-16,Technology,XLK,-1.81
2026-05-16,Utilities,XLU,-2.29
2026-05-16,Materials,XLB,-2.65
2026-05-17,Energy,XLE,2.36
2026-05-17,Financials,XLF,-0.37
2026-05-17,Consumer Staples,XLP,-0.4
2026-05-17,Communication Services,XLC,-0.88
2026-05-17,Healthcare,XLV,-1.04
2026-05-17,Real Estate,XLRE,-1.55
2026-05-17,Industrials,XLI,-1.78
2026-05-17,Consumer Discretionary,XLY,-1.8
2026-05-17,Technology,XLK,-1.81
2026-05-17,Utilities,XLU,-2.29
2026-05-17,Materials,XLB,-2.65
2026-05-17,Energy,XLE,2.36
2026-05-17,Financials,XLF,-0.37
2026-05-17,Consumer Staples,XLP,-0.4
2026-05-17,Communication Services,XLC,-0.88
2026-05-17,Healthcare,XLV,-1.04
2026-05-17,Real Estate,XLRE,-1.55
2026-05-17,Industrials,XLI,-1.78
2026-05-17,Consumer Discretionary,XLY,-1.8
2026-05-17,Technology,XLK,-1.81
2026-05-17,Utilities,XLU,-2.29
2026-05-17,Materials,XLB,-2.65
2026-05-18,Energy,XLE,2.36
2026-05-18,Financials,XLF,-0.37
2026-05-18,Consumer Staples,XLP,-0.4
2026-05-18,Communication Services,XLC,-0.88
2026-05-18,Healthcare,XLV,-1.04
2026-05-18,Real Estate,XLRE,-1.55
2026-05-18,Industrials,XLI,-1.78
2026-05-18,Consumer Discretionary,XLY,-1.8
2026-05-18,Technology,XLK,-1.81
2026-05-18,Utilities,XLU,-2.29
2026-05-18,Materials,XLB,-2.65
2026-05-18,Energy,XLE,1.92
2026-05-18,Consumer Staples,XLP,1.49
2026-05-18,Financials,XLF,1.25
2026-05-18,Real Estate,XLRE,1.2
2026-05-18,Communication Services,XLC,0.78
2026-05-18,Healthcare,XLV,0.43
2026-05-18,Utilities,XLU,0.16
2026-05-18,Materials,XLB,-0.16
2026-05-18,Consumer Discretionary,XLY,-0.18
2026-05-18,Industrials,XLI,-0.38
2026-05-18,Technology,XLK,-1.08
2026-05-19,Energy,XLE,1.92
2026-05-19,Consumer Staples,XLP,1.49
2026-05-19,Financials,XLF,1.25
2026-05-19,Real Estate,XLRE,1.2
2026-05-19,Communication Services,XLC,0.78
2026-05-19,Healthcare,XLV,0.43
2026-05-19,Utilities,XLU,0.16
2026-05-19,Materials,XLB,-0.16
2026-05-19,Consumer Discretionary,XLY,-0.18
2026-05-19,Industrials,XLI,-0.38
2026-05-19,Technology,XLK,-1.08
2026-05-19,Energy,XLE,1.17
2026-05-19,Healthcare,XLV,1.1
2026-05-19,Utilities,XLU,0.91
2026-05-19,Real Estate,XLRE,0.43
2026-05-19,Consumer Staples,XLP,0.22
2026-05-19,Technology,XLK,-0.64
2026-05-19,Communication Services,XLC,-0.97
2026-05-19,Consumer Discretionary,XLY,-1.11
2026-05-19,Industrials,XLI,-1.18
2026-05-19,Financials,XLF,-1.24
2026-05-19,Materials,XLB,-2.35
2026-05-20,Energy,XLE,1.17
2026-05-20,Healthcare,XLV,1.1
2026-05-20,Utilities,XLU,0.91
2026-05-20,Real Estate,XLRE,0.43
2026-05-20,Consumer Staples,XLP,0.22
2026-05-20,Technology,XLK,-0.64
2026-05-20,Communication Services,XLC,-0.97
2026-05-20,Consumer Discretionary,XLY,-1.11
2026-05-20,Industrials,XLI,-1.18
2026-05-20,Financials,XLF,-1.24
2026-05-20,Materials,XLB,-2.35
2026-05-20,Consumer Discretionary,XLY,2.53
2026-05-20,Technology,XLK,2.25
2026-05-20,Materials,XLB,1.39
2026-05-20,Industrials,XLI,1.18
2026-05-20,Real Estate,XLRE,1.12
2026-05-20,Financials,XLF,1.1
2026-05-20,Utilities,XLU,0.38
2026-05-20,Communication Services,XLC,0.22
2026-05-20,Healthcare,XLV,-0.13
2026-05-20,Consumer Staples,XLP,-0.66
2026-05-20,Energy,XLE,-2.43
2026-05-21,Consumer Discretionary,XLY,2.53
2026-05-21,Technology,XLK,2.25
2026-05-21,Materials,XLB,1.39
2026-05-21,Industrials,XLI,1.18
2026-05-21,Real Estate,XLRE,1.12
2026-05-21,Financials,XLF,1.1
2026-05-21,Utilities,XLU,0.38
2026-05-21,Communication Services,XLC,0.22
2026-05-21,Healthcare,XLV,-0.13
2026-05-21,Consumer Staples,XLP,-0.66
2026-05-21,Energy,XLE,-2.43
2026-05-21,Utilities,XLU,1.1
2026-05-21,Technology,XLK,0.82
2026-05-21,Healthcare,XLV,0.69
2026-05-21,Consumer Discretionary,XLY,0.64
2026-05-21,Materials,XLB,0.6
2026-05-21,Real Estate,XLRE,0.16
2026-05-21,Financials,XLF,0.14
2026-05-21,Communication Services,XLC,0.0
2026-05-21,Industrials,XLI,-0.12
2026-05-21,Consumer Staples,XLP,-1.01
2026-05-21,Energy,XLE,-1.12
2026-05-22,Utilities,XLU,1.1
2026-05-22,Technology,XLK,0.82
2026-05-22,Healthcare,XLV,0.69
2026-05-22,Consumer Discretionary,XLY,0.64
2026-05-22,Materials,XLB,0.6
2026-05-22,Real Estate,XLRE,0.16
2026-05-22,Financials,XLF,0.14
2026-05-22,Communication Services,XLC,0.0
2026-05-22,Industrials,XLI,-0.12
2026-05-22,Consumer Staples,XLP,-1.01
2026-05-22,Energy,XLE,-1.12
2026-05-22,Healthcare,XLV,1.17
2026-05-22,Technology,XLK,1.0
2026-05-22,Utilities,XLU,0.78
2026-05-22,Industrials,XLI,0.73
2026-05-22,Energy,XLE,0.61
2026-05-22,Materials,XLB,0.54
2026-05-22,Financials,XLF,0.41
2026-05-22,Consumer Discretionary,XLY,0.4
2026-05-22,Consumer Staples,XLP,0.17
2026-05-22,Real Estate,XLRE,0.13
2026-05-22,Communication Services,XLC,-0.55
2026-05-23,Healthcare,XLV,1.17
2026-05-23,Technology,XLK,1.0
2026-05-23,Utilities,XLU,0.78
2026-05-23,Industrials,XLI,0.73
2026-05-23,Energy,XLE,0.61
2026-05-23,Materials,XLB,0.54
2026-05-23,Financials,XLF,0.41
2026-05-23,Consumer Discretionary,XLY,0.4
2026-05-23,Consumer Staples,XLP,0.17
2026-05-23,Real Estate,XLRE,0.13
2026-05-23,Communication Services,XLC,-0.55
2026-05-23,Healthcare,XLV,1.17
2026-05-23,Technology,XLK,1.0
2026-05-23,Utilities,XLU,0.78
2026-05-23,Industrials,XLI,0.73
2026-05-23,Energy,XLE,0.61
2026-05-23,Materials,XLB,0.54
2026-05-23,Financials,XLF,0.41
2026-05-23,Consumer Discretionary,XLY,0.4
2026-05-23,Consumer Staples,XLP,0.17
2026-05-23,Real Estate,XLRE,0.13
2026-05-23,Communication Services,XLC,-0.55
2026-05-24,Healthcare,XLV,1.17
2026-05-24,Technology,XLK,1.0
2026-05-24,Utilities,XLU,0.78
2026-05-24,Industrials,XLI,0.73
2026-05-24,Energy,XLE,0.61
2026-05-24,Materials,XLB,0.54
2026-05-24,Financials,XLF,0.41
2026-05-24,Consumer Discretionary,XLY,0.4
2026-05-24,Consumer Staples,XLP,0.17
2026-05-24,Real Estate,XLRE,0.13
2026-05-24,Communication Services,XLC,-0.55
2026-05-24,Healthcare,XLV,1.17
2026-05-24,Technology,XLK,1.0
2026-05-24,Utilities,XLU,0.78
2026-05-24,Industrials,XLI,0.73
2026-05-24,Energy,XLE,0.61
2026-05-24,Materials,XLB,0.54
2026-05-24,Financials,XLF,0.41
2026-05-24,Consumer Discretionary,XLY,0.4
2026-05-24,Consumer Staples,XLP,0.17
2026-05-24,Real Estate,XLRE,0.13
2026-05-24,Communication Services,XLC,-0.55
2026-05-25,Healthcare,XLV,1.17
2026-05-25,Technology,XLK,1.0
2026-05-25,Utilities,XLU,0.78
2026-05-25,Industrials,XLI,0.73
2026-05-25,Energy,XLE,0.61
2026-05-25,Materials,XLB,0.54
2026-05-25,Financials,XLF,0.41
2026-05-25,Consumer Discretionary,XLY,0.4
2026-05-25,Consumer Staples,XLP,0.17
2026-05-25,Real Estate,XLRE,0.13
2026-05-25,Communication Services,XLC,-0.55
2026-05-25,Healthcare,XLV,1.17
2026-05-25,Technology,XLK,1.0
2026-05-25,Utilities,XLU,0.78
2026-05-25,Industrials,XLI,0.73
2026-05-25,Energy,XLE,0.61
2026-05-25,Materials,XLB,0.54
2026-05-25,Financials,XLF,0.41
2026-05-25,Consumer Discretionary,XLY,0.4
2026-05-25,Consumer Staples,XLP,0.17
2026-05-25,Real Estate,XLRE,0.13
2026-05-25,Communication Services,XLC,-0.55
2026-05-26,Technology,XLK,2.63
2026-05-26,Industrials,XLI,1.47
2026-05-26,Materials,XLB,1.39
2026-05-26,Real Estate,XLRE,0.34
2026-05-26,Consumer Discretionary,XLY,0.23
2026-05-26,Communication Services,XLC,0.08
2026-05-26,Utilities,XLU,-0.04
2026-05-26,Financials,XLF,-0.17
2026-05-26,Healthcare,XLV,-0.92
2026-05-26,Consumer Staples,XLP,-1.38
2026-05-26,Energy,XLE,-2.76
2026-05-27,Technology,XLK,2.63
2026-05-27,Industrials,XLI,1.47
2026-05-27,Materials,XLB,1.39
2026-05-27,Real Estate,XLRE,0.34
2026-05-27,Consumer Discretionary,XLY,0.23
2026-05-27,Communication Services,XLC,0.08
2026-05-27,Utilities,XLU,-0.04
2026-05-27,Financials,XLF,-0.17
2026-05-27,Healthcare,XLV,-0.92
2026-05-27,Consumer Staples,XLP,-1.38
2026-05-27,Energy,XLE,-2.76
2026-05-27,Consumer Discretionary,XLY,1.76
2026-05-27,Consumer Staples,XLP,1.14
2026-05-27,Communication Services,XLC,0.61
2026-05-27,Materials,XLB,0.37
2026-05-27,Healthcare,XLV,0.19
2026-05-27,Industrials,XLI,0.0
2026-05-27,Real Estate,XLRE,-0.18
2026-05-27,Technology,XLK,-0.38
2026-05-27,Utilities,XLU,-0.42
2026-05-27,Financials,XLF,-0.83
2026-05-27,Energy,XLE,-1.49
2026-05-28,Healthcare,XLV,0.78
2026-05-28,Energy,XLE,0.78
2026-05-28,Consumer Staples,XLP,0.18
2026-05-28,Technology,XLK,0.02
2026-05-28,Financials,XLF,-0.12
2026-05-28,Utilities,XLU,-0.14
2026-05-28,Communication Services,XLC,-0.46
2026-05-28,Real Estate,XLRE,-0.52
2026-05-28,Consumer Discretionary,XLY,-0.72
2026-05-28,Materials,XLB,-1.01
2026-05-28,Industrials,XLI,-1.03
2026-05-28,Healthcare,XLV,1.4
2026-05-28,Technology,XLK,1.31
2026-05-28,Consumer Discretionary,XLY,0.42
2026-05-28,Communication Services,XLC,0.35
2026-05-28,Materials,XLB,0.35
2026-05-28,Energy,XLE,-0.07
2026-05-28,Consumer Staples,XLP,-0.18
2026-05-28,Industrials,XLI,-0.29
2026-05-28,Financials,XLF,-0.29
2026-05-28,Real Estate,XLRE,-0.49
2026-05-28,Utilities,XLU,-1.13
2026-05-29,Healthcare,XLV,1.4
2026-05-29,Technology,XLK,1.31
2026-05-29,Consumer Discretionary,XLY,0.42
2026-05-29,Communication Services,XLC,0.35
2026-05-29,Materials,XLB,0.35
2026-05-29,Energy,XLE,-0.07
2026-05-29,Consumer Staples,XLP,-0.18
2026-05-29,Industrials,XLI,-0.29
2026-05-29,Financials,XLF,-0.29
2026-05-29,Real Estate,XLRE,-0.49
2026-05-29,Utilities,XLU,-1.13
2026-05-29,Technology,XLK,2.23
2026-05-29,Financials,XLF,0.6
2026-05-29,Industrials,XLI,-0.39
2026-05-29,Materials,XLB,-0.41
2026-05-29,Utilities,XLU,-0.47
2026-05-29,Communication Services,XLC,-0.84
2026-05-29,Healthcare,XLV,-0.93
2026-05-29,Real Estate,XLRE,-0.95
2026-05-29,Consumer Discretionary,XLY,-0.97
2026-05-29,Energy,XLE,-1.16
2026-05-29,Consumer Staples,XLP,-1.8
2026-05-30,Technology,XLK,2.23
2026-05-30,Financials,XLF,0.6
2026-05-30,Industrials,XLI,-0.39
2026-05-30,Materials,XLB,-0.41
2026-05-30,Utilities,XLU,-0.47
2026-05-30,Communication Services,XLC,-0.84
2026-05-30,Healthcare,XLV,-0.93
2026-05-30,Real Estate,XLRE,-0.95
2026-05-30,Consumer Discretionary,XLY,-0.97
2026-05-30,Energy,XLE,-1.16
2026-05-30,Consumer Staples,XLP,-1.8
2026-05-30,Technology,XLK,2.23
2026-05-30,Financials,XLF,0.6
2026-05-30,Industrials,XLI,-0.39
2026-05-30,Materials,XLB,-0.41
2026-05-30,Utilities,XLU,-0.47
2026-05-30,Communication Services,XLC,-0.84
2026-05-30,Healthcare,XLV,-0.93
2026-05-30,Real Estate,XLRE,-0.95
2026-05-30,Consumer Discretionary,XLY,-0.97
2026-05-30,Energy,XLE,-1.16
2026-05-30,Consumer Staples,XLP,-1.8
2026-05-31,Technology,XLK,2.23
2026-05-31,Financials,XLF,0.6
2026-05-31,Industrials,XLI,-0.39
2026-05-31,Materials,XLB,-0.41
2026-05-31,Utilities,XLU,-0.47
2026-05-31,Communication Services,XLC,-0.84
2026-05-31,Healthcare,XLV,-0.93
2026-05-31,Real Estate,XLRE,-0.95
2026-05-31,Consumer Discretionary,XLY,-0.97
2026-05-31,Energy,XLE,-1.16
2026-05-31,Consumer Staples,XLP,-1.8
2026-05-31,Technology,XLK,2.23
2026-05-31,Financials,XLF,0.6
2026-05-31,Industrials,XLI,-0.39
2026-05-31,Materials,XLB,-0.41
2026-05-31,Utilities,XLU,-0.47
2026-05-31,Communication Services,XLC,-0.84
2026-05-31,Healthcare,XLV,-0.93
2026-05-31,Real Estate,XLRE,-0.95
2026-05-31,Consumer Discretionary,XLY,-0.97
2026-05-31,Energy,XLE,-1.16
2026-05-31,Consumer Staples,XLP,-1.8
2026-06-01,Technology,XLK,2.09
2026-06-01,Energy,XLE,1.94
2026-06-01,Communication Services,XLC,-0.18
2026-06-01,Financials,XLF,-0.34
2026-06-01,Industrials,XLI,-1.0
2026-06-01,Real Estate,XLRE,-1.02
2026-06-01,Materials,XLB,-1.1
2026-06-01,Healthcare,XLV,-1.21
2026-06-01,Consumer Staples,XLP,-1.41
2026-06-01,Consumer Discretionary,XLY,-1.8
2026-06-01,Utilities,XLU,-2.26
2026-06-01,Technology,XLK,2.48
2026-06-01,Energy,XLE,1.79
2026-06-01,Communication Services,XLC,-0.07
2026-06-01,Financials,XLF,-0.29
2026-06-01,Industrials,XLI,-0.42
2026-06-01,Materials,XLB,-0.45
2026-06-01,Consumer Staples,XLP,-1.06
2026-06-01,Healthcare,XLV,-1.09
2026-06-01,Real Estate,XLRE,-1.64
2026-06-01,Consumer Discretionary,XLY,-2.22
2026-06-01,Utilities,XLU,-2.97
2026-06-02,Technology,XLK,0.82
2026-06-02,Utilities,XLU,0.8
2026-06-02,Energy,XLE,0.63
2026-06-02,Industrials,XLI,0.5
2026-06-02,Materials,XLB,0.31
2026-06-02,Real Estate,XLRE,-0.16
2026-06-02,Financials,XLF,-0.24
2026-06-02,Consumer Staples,XLP,-0.41
2026-06-02,Healthcare,XLV,-1.35
2026-06-02,Consumer Discretionary,XLY,-1.36
2026-06-02,Communication Services,XLC,-1.59
2026-06-02,Utilities,XLU,1.86
2026-06-02,Technology,XLK,1.25
2026-06-02,Materials,XLB,1.18
2026-06-02,Energy,XLE,1.15
2026-06-02,Industrials,XLI,1.04
2026-06-02,Real Estate,XLRE,0.51
2026-06-02,Financials,XLF,0.06
2026-06-02,Consumer Staples,XLP,-0.24
2026-06-02,Consumer Discretionary,XLY,-0.51
2026-06-02,Healthcare,XLV,-0.97
2026-06-02,Communication Services,XLC,-1.76
2026-06-03,Energy,XLE,1.4
2026-06-03,Utilities,XLU,0.69
2026-06-03,Consumer Staples,XLP,0.67
2026-06-03,Real Estate,XLRE,0.6
2026-06-03,Healthcare,XLV,0.57
2026-06-03,Materials,XLB,0.33
2026-06-03,Industrials,XLI,0.24
2026-06-03,Consumer Discretionary,XLY,-0.2
2026-06-03,Communication Services,XLC,-0.42
2026-06-03,Technology,XLK,-0.79
2026-06-03,Financials,XLF,-1.76
2026-06-03,Energy,XLE,1.29
2026-06-03,Healthcare,XLV,0.79
2026-06-03,Consumer Staples,XLP,0.4
2026-06-03,Materials,XLB,0.21
2026-06-03,Real Estate,XLRE,0.05
2026-06-03,Industrials,XLI,-0.08
2026-06-03,Utilities,XLU,-0.43
2026-06-03,Consumer Discretionary,XLY,-0.73
2026-06-03,Technology,XLK,-1.0
2026-06-03,Financials,XLF,-1.15
2026-06-03,Communication Services,XLC,-1.31
2026-06-04,Energy,XLE,1.29
2026-06-04,Healthcare,XLV,0.79
2026-06-04,Consumer Staples,XLP,0.4
2026-06-04,Materials,XLB,0.21
2026-06-04,Real Estate,XLRE,0.05
2026-06-04,Industrials,XLI,-0.08
2026-06-04,Utilities,XLU,-0.43
2026-06-04,Consumer Discretionary,XLY,-0.73
2026-06-04,Technology,XLK,-1.0
2026-06-04,Financials,XLF,-1.15
2026-06-04,Communication Services,XLC,-1.31
2026-06-04,Healthcare,XLV,3.07
2026-06-04,Financials,XLF,2.59
2026-06-04,Real Estate,XLRE,2.05
2026-06-04,Industrials,XLI,1.21
2026-06-04,Communication Services,XLC,0.92
2026-06-04,Utilities,XLU,0.53
2026-06-04,Consumer Discretionary,XLY,0.45
2026-06-04,Energy,XLE,0.07
2026-06-04,Materials,XLB,-0.02
2026-06-04,Consumer Staples,XLP,-0.15
2026-06-04,Technology,XLK,-1.56
2026-06-05,Healthcare,XLV,3.07
2026-06-05,Financials,XLF,2.59
2026-06-05,Industrials,XLI,1.21
2026-06-05,Communication Services,XLC,nan
2026-06-05,Utilities,XLU,0.53
2026-06-05,Consumer Discretionary,XLY,0.45
2026-06-05,Energy,XLE,0.07
2026-06-05,Materials,XLB,-0.02
2026-06-05,Consumer Staples,XLP,-0.15
2026-06-05,Technology,XLK,-1.56
2026-06-05,Real Estate,XLRE,nan
2026-06-05,Consumer Staples,XLP,1.71
2026-06-05,Utilities,XLU,0.93
2026-06-05,Real Estate,XLRE,0.68
2026-06-05,Healthcare,XLV,0.61
2026-06-05,Financials,XLF,0.21
2026-06-05,Industrials,XLI,-1.12
2026-06-05,Communication Services,XLC,-1.27
2026-06-05,Energy,XLE,-1.84
2026-06-05,Materials,XLB,-1.92
2026-06-05,Consumer Discretionary,XLY,-2.05
2026-06-05,Technology,XLK,-6.66
2026-06-06,Consumer Staples,XLP,1.71
2026-06-06,Utilities,XLU,0.93
2026-06-06,Real Estate,XLRE,0.68
2026-06-06,Healthcare,XLV,0.61
2026-06-06,Financials,XLF,0.21
2026-06-06,Industrials,XLI,-1.12
2026-06-06,Communication Services,XLC,-1.27
2026-06-06,Energy,XLE,-1.84
2026-06-06,Materials,XLB,-1.92
2026-06-06,Consumer Discretionary,XLY,-2.05
2026-06-06,Technology,XLK,-6.66
2026-06-06,Consumer Staples,XLP,1.71
2026-06-06,Utilities,XLU,0.93
2026-06-06,Real Estate,XLRE,0.68
2026-06-06,Healthcare,XLV,0.61
2026-06-06,Financials,XLF,0.21
2026-06-06,Industrials,XLI,-1.12
2026-06-06,Communication Services,XLC,-1.27
2026-06-06,Energy,XLE,-1.84
2026-06-06,Materials,XLB,-1.92
2026-06-06,Consumer Discretionary,XLY,-2.05
2026-06-06,Technology,XLK,-6.66
2026-06-07,Consumer Staples,XLP,1.71
2026-06-07,Utilities,XLU,0.93
2026-06-07,Real Estate,XLRE,0.68
2026-06-07,Healthcare,XLV,0.61
2026-06-07,Financials,XLF,0.21
2026-06-07,Industrials,XLI,-1.12
2026-06-07,Communication Services,XLC,-1.27
2026-06-07,Energy,XLE,-1.84
2026-06-07,Materials,XLB,-1.92
2026-06-07,Consumer Discretionary,XLY,-2.05
2026-06-07,Technology,XLK,-6.66
2026-06-07,Consumer Staples,XLP,1.71
2026-06-07,Utilities,XLU,0.93
2026-06-07,Real Estate,XLRE,0.68
2026-06-07,Healthcare,XLV,0.61
2026-06-07,Financials,XLF,0.21
2026-06-07,Industrials,XLI,-1.12
2026-06-07,Communication Services,XLC,-1.27
2026-06-07,Energy,XLE,-1.84
2026-06-07,Materials,XLB,-1.92
2026-06-07,Consumer Discretionary,XLY,-2.05
2026-06-07,Technology,XLK,-6.66
2026-06-08,Energy,XLE,2.18
2026-06-08,Technology,XLK,1.78
2026-06-08,Consumer Discretionary,XLY,0.64
2026-06-08,Healthcare,XLV,0.5
2026-06-08,Industrials,XLI,0.18
2026-06-08,Financials,XLF,0.01
2026-06-08,Consumer Staples,XLP,-0.16
2026-06-08,Real Estate,XLRE,-0.34
2026-06-08,Materials,XLB,-0.45
2026-06-08,Utilities,XLU,-0.57
2026-06-08,Communication Services,XLC,-1.03
2026-06-08,Technology,XLK,2.15
2026-06-08,Energy,XLE,1.14
2026-06-08,Consumer Discretionary,XLY,0.46
2026-06-08,Healthcare,XLV,-0.24
2026-06-08,Industrials,XLI,-0.32
2026-06-08,Consumer Staples,XLP,-0.44
2026-06-08,Communication Services,XLC,-0.52
2026-06-08,Financials,XLF,-0.63
2026-06-08,Materials,XLB,-1.32
2026-06-08,Real Estate,XLRE,-1.5
2026-06-08,Utilities,XLU,-1.87
2026-06-09,Technology,XLK,2.15
2026-06-09,Energy,XLE,1.14
2026-06-09,Consumer Discretionary,XLY,0.46
2026-06-09,Healthcare,XLV,-0.24
